idDatosGrasas,Aceite Base,Espesante,Grado NLGI Consistencia,Viscosidad del Aceite Base a 40°C. cSt,"Penetración de Cono a 25°C, 0.1mm","Punto de Gota, °C","Estabilidad Mecánica, %","Punto de Soldadura Cuatro Bolas, kgf","Desgaste Cuatro Bolas, mm","Carga Timken Ok, lb","Resistencia al Lavado por Agua a 80°C, %",Factor de Velocidad,"Temperatura de Servicio °C, min","Temperatura de Servicio °C, max",descripcion,color,textura
27,4,0,3.0,87.4990404519125,337.0735923682421,296.37663055927436,1.503177732768076,510.180002211436,0.35,40.0,0.02087057787090829,907554.6038952158,-5.172034966168653,178.58460699664823,"El producto es una grasa lubricante formulada con una base altamente resistente a la humedad y medios quÃ­micos comÃºn-mente utilizados en la industria alimenticia.
Se recomienda para aplicaciones especiales y generales en la industria alimenticia, resistente a altas temperaturas, condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.",4,0
13,2,0,2.5,475.0494508179705,330.47090477730046,311.42226149440455,0.7967097539127972,480.85200307129173,-99.0,57.15059329877142,0.4108222811422258,-99.0,-18.353730161815868,198.82328645581057,"El producto es una grasa lubricante de servicio pesado, espesada con un novedoso jabÃ³n de complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua, posee excelentes propiedades de lubricaciÃ³n en condiciones de cargas severas y de extrema presiÃ³n, junto con su propiedad de sellar eficazmente contra influencias ambientales y en especial del agua.",3,0
43,-99,4,0.0,330.0664038824788,261.8143746040073,296.4473427752431,2.034831491942028,944.5777667432403,0.4,62.67204998549985,1.176402026562091,308158.24657503946,-16.097596219983846,148.72484959547796,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua, alto soporte de carga extrema y lubricantes solidos.
Los aceites y la base de jabÃ³n complejo de litio especial proporciona una excelente estabilidad mecÃ¡nica y tÃ©rmica permitiendo trabajar bajo condiciones extremas de baja y alta temperatura. Su paquete de aditivos de extrema presiÃ³n y anti-desgaste le permiten soportar las cargas mÃ¡s extremas de equipos fuera de mina ademÃ¡s de proporcionar protecciÃ³n anticorrosiva tanto a aleaciones ferrosas como de cobre.
Contiene 5 % de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas de vibraciÃ³n y carga.",1,0
21,3,2,0.0,221.05697775164234,475.21856496230765,108.09564627554509,-99.0,300.4717356635865,-99.0,40.0,-99.0,289372.62559955916,-5.260214875423868,157.0913614109752,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en estas industrias.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
7,1,2,1.5,4041.201654727008,323.4448173471551,288.132883265155,-99.0,503.7678006084283,-99.0,41.00136814054771,-99.0,-99.0,-4.80652468920184,124.58476485504951,"El producto es una grasa especial para engranajes abiertos de baja velocidad lubricados por inmersiÃ³n o en forma manual, asÃ­ como para la lubricaciÃ³n y conservaciÃ³n de cables de grÃºas.
El producto estÃ¡ formulado con aceite bÃ¡sico de muy alta viscosidad, agentes espesantes de jabÃ³n de aluminio complejo para garantizar la polaridad hacia los metales y lubricantes sÃ³lidos de grafito micronizados para aumentar la capacidad de soporte de carga.",1,1
50,0,6,2.0,245.12577365571295,332.775456111666,302.70867621635074,7.492909780705069,322.202385784503,0.5,40.03734054583278,2.9980399312328037,741625.3656113248,-4.831828450233741,159.83816157873653,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
11,1,0,2.0,850.0527099307385,265.4660002339569,311.22015350405127,1.416179549800546,835.5926325298847,0.5,66.00589562154984,2.7316125408394596,310137.90772973606,-7.21146639330025,151.4614536441761,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
30,1,1,1.0,765.5026618885562,302.6827536344628,258.6009501584702,6.799992686610111,574.2292736789344,0.48,49.6426914070764,1.4979350138822216,203608.97833756072,-9.167321017515752,155.8812170396269,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
24,4,2,0.0,114.47062102098874,252.75040682040938,251.72547202734987,3.036196211036074,252.1853721257275,-99.0,40.0,2.9429486227804986,713377.4458809728,-5.293652945304842,154.5341473302042,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
36,3,5,0.0,128.7417629853435,300.5866118240177,229.46892642077864,6.568665738903899,307.2116652622838,-99.0,46.02906171939001,2.486199817229954,384098.60629140254,-15.631063740156304,107.75482906476687,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
49,4,-99,1.5,40.0,243.98282330181124,235.91897724258325,13.331132305089909,262.1313906117503,-99.0,43.65859029804997,4.072685490093483,940065.6515977572,-4.503249042666854,167.07169547566042,"El producto es una grasa lubricante para aplicaciones de alta velocidad en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.
Los ingredientes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations). ",5,0
42,1,0,0.0,1667.3050966293938,293.7381882884102,297.217180572249,1.046945344659856,605.8057850906898,0.45,59.13167935502979,0.2882449768758566,197040.7832525955,-5.453956935703176,194.16878769940863,"El producto es una grasa lubricante de servicio pesado, espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante. Su configuraciÃ³n de aditivos le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas de temperatura.
Posee excelentes propiedades sellantes y de resistencia a medios agresivos como emulsiones de aceite, mantiene una protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga y anti-desgaste excep-cionales. ",2,1
37,3,5,2.5,129.6761414414728,296.5461729888106,227.9511598653178,6.2289041908803915,337.57345054122646,-99.0,46.16024174875428,2.511151326811962,390290.33247451263,-14.710619850126376,112.18274992624998,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
32,1,1,2.5,601.6526280519328,276.71395326384516,256.77909880224286,6.198992719793619,636.5103102339561,0.48,48.82666295107688,1.4272146196285527,198444.21047740654,-4.766084603169883,144.63565979579397,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
11,1,0,0.0,827.670919629481,280.3467967986954,311.51372519554025,1.4150078595029734,888.2660698352666,0.5,69.5942018937934,2.8553258059967,305690.3792252654,-8.45968928273009,145.5330290675278,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
37,3,5,1.5,105.35389321936923,305.10528005993797,230.53167179036618,5.631793635003701,313.11890308619,-99.0,42.02559302143086,2.3916176295874187,404097.7400490818,-14.41551203455424,111.91686268177352,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
12,1,0,0.0,743.1696896022504,251.7160634574421,306.6529757109513,4.094139542320809,957.7583950169027,0.5,72.64703826639472,2.3029236231575623,312754.0081287152,4.699806880559386,146.9636358868071,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
42,1,0,1.0,1609.4093908540797,279.62065260330536,300.6937441016903,1.0357876494903406,632.4089444909034,0.45,57.94233023877387,0.29077488442968824,190912.8604636982,-5.1127748652704526,193.3370938203328,"El producto es una grasa lubricante de servicio pesado, espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante. Su configuraciÃ³n de aditivos le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas de temperatura.
Posee excelentes propiedades sellantes y de resistencia a medios agresivos como emulsiones de aceite, mantiene una protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga y anti-desgaste excep-cionales. ",2,1
39,3,5,2.5,115.70094913044426,226.8353461014481,255.90141705759018,5.925660122292703,337.791929044251,-99.0,41.861201203339355,3.1770147985441786,342492.48652476486,-9.834653700455656,118.53228247095407,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
23,4,2,2.5,88.27569343478228,278.75358262935123,249.03673214479437,2.9440096230424317,252.21855257276383,-99.0,40.0,2.9825706067894155,860764.5257834975,-10.76611620288446,153.93160522024513,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
18,-99,3,1.0,763.5972871145325,278.4136486818627,10124.71684628302,8.293044883682027,804.9362233390491,-99.0,-99.0,5.149512245039876,-99.0,4.867090237997205,209.64280175056382,"El producto es una grasa lubricante que posee excelentes propiedades de lubricaciÃ³n en condiciones de alta temperatura y extrema presiÃ³n.
Especialmente diseÃ±ada para soportar condiciones de alta fricciÃ³n y temperatura en las peletizadoras de madera, contiene un conjunto de aditivos y lubricantes sÃ³lidos que le permiten mantener condiciones lubricantes de emergencia bajo condiciones de carga, fricciÃ³n y vibraciÃ³n, es altamente estable a la temperatura no perdiendo su estructura con los cambios.",4,1
27,4,0,1.0,99.0845992201364,328.55984276814945,304.2865758628507,1.4230614949015983,514.4328896452588,0.35,42.32741101486538,0.019799029638496186,891467.4262579426,-4.74454116865046,179.51120631603376,"El producto es una grasa lubricante formulada con una base altamente resistente a la humedad y medios quÃ­micos comÃºn-mente utilizados en la industria alimenticia.
Se recomienda para aplicaciones especiales y generales en la industria alimenticia, resistente a altas temperaturas, condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.",4,0
14,2,0,1.0,465.72662093002845,271.2898283405141,306.0449691532799,0.7749915217924334,522.41040278668,-99.0,60.46633519500644,0.4197890331227976,-99.0,-18.931521245394094,191.25817226115325,"El producto es una grasa lubricante de servicio pesado, espesada con un novedoso jabÃ³n de complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua, posee excelentes propiedades de lubricaciÃ³n en condiciones de cargas severas y de extrema presiÃ³n, junto con su propiedad de sellar eficazmente contra influencias ambientales y en especial del agua.",3,0
50,0,6,0.0,194.8500703965051,320.14464701715866,304.86645057653504,7.918252402354419,336.5618515941817,0.5,42.326442245611105,3.0085770699833603,743833.018707286,-5.250391913138016,159.73860586437237,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
4,1,0,3.0,219.67225361719608,276.5898811506876,295.5289745233676,4.9404487723102815,468.33314732666975,0.45,-99.0,2.972460488627964,-99.0,-16.03016834532894,150.93166559371554,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante, con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",2,0
37,3,5,2.0,116.61563538480618,300.9437223935178,232.15656380949406,5.472128596416892,291.50673068384236,-99.0,45.590426842515164,2.38323993680411,396665.13549041876,-13.580285684184176,107.45389364949011,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
51,0,6,1.5,251.8004097670908,312.86987290185544,305.5333815977953,8.480036206655232,336.8234660322367,0.5,40.46141297078744,3.1203138482236445,739097.1365361313,-4.939306052516398,154.44191973098577,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
35,3,5,2.5,137.8410430433287,369.2383478590906,234.67227438625517,11.374325093179985,329.6841758074458,-99.0,43.39435038248182,-99.0,401702.2490460482,-15.123120574508574,112.613126704042,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
50,0,6,2.0,213.27891826398834,319.75229305679125,299.3042196449798,8.452449327879293,336.07647255307194,0.5,40.0,2.978755979111797,744189.5907962206,-4.597017067272355,152.81791696997513,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
15,3,0,0.0,666.5798275009093,272.58354718097934,282.1914805503074,8.583120405777954,338.05971109805796,-99.0,56.37679713058555,2.0184270048811017,-99.0,-15.102737293146175,147.6957975963763,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante y con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",4,1
35,3,5,2.0,127.39321684702209,372.1754925533981,226.42699041949334,10.40985311660162,316.7184479489747,-99.0,46.65934724441678,-99.0,417728.8597976931,-14.220523666904485,111.7575023377521,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
6,1,1,2.0,682.4301416540862,282.36710784363913,255.37445572972214,6.434000289166433,638.0904653122258,0.48,46.85241590969099,1.5209963852644866,-99.0,-4.810107694242483,146.9557873671161,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
4,1,0,2.5,232.32712109106868,276.0100421557501,303.00766829687564,4.669087974858294,507.45372024514666,0.45,-99.0,2.991420087537727,-99.0,-14.782202135468554,156.39514094247744,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante, con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",2,0
17,4,2,1.5,416.847957065241,274.0272317803382,253.0663107540146,4.107048549994726,250.0,0.6,40.0,2.0337329557014647,354832.57814911386,-4.726431370535886,177.67614106181048,"El producto es una grasa lubricante formulada con una base altamente resistente a la humedad y medios quÃ­micos, comÃºnmente utilizados en la industria alimenticia, se recomienda para aplicaciones especiales y generales en la industria alimenticia, es resistente a altas temperaturas, condiciones de humedad, vapores y desinfectantes.
@El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
39,3,5,3.0,125.29465192031824,228.1998689393413,251.8238784956073,5.675046764852109,311.3531763704711,-99.0,48.0564527636872,3.2122098374347248,359155.251998783,-10.52925477694728,120.69647259864115,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
42,1,0,2.5,1282.659077436369,292.659954519427,305.6086240862594,1.0157981411694093,583.7315695015674,0.45,62.02538504990577,0.28906936378404735,203729.86585821348,-5.206136281896411,195.13061178852035,"El producto es una grasa lubricante de servicio pesado, espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante. Su configuraciÃ³n de aditivos le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas de temperatura.
Posee excelentes propiedades sellantes y de resistencia a medios agresivos como emulsiones de aceite, mantiene una protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga y anti-desgaste excep-cionales. ",2,1
23,4,2,1.0,94.35919655911245,272.84356140366833,256.719901513737,3.2717346462913994,250.0,-99.0,40.0,2.9058205369873438,915578.1986207798,-9.379201144102414,153.3947379478618,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
3,1,0,2.0,450.3767453064506,269.19674424986624,305.6770864375456,9.214461860565551,538.1636292022163,0.48,-99.0,3.0990529786068386,-99.0,-10.202676095786982,145.52826971218502,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
51,0,6,3.0,219.5994363281583,291.1658054015052,298.63942456038086,7.541083971585528,298.51047020242,0.5,40.0,3.0149404840192946,730759.1350176799,-4.859120609924831,161.90678832894847,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
35,3,5,2.5,133.73663316711105,377.9338936598,224.13453785158495,10.957761359420088,289.9457653217768,-99.0,43.41215359718714,-99.0,400935.48246049037,-15.239215111237723,113.06370072182618,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
34,3,5,0.0,123.17179978311101,409.9655574143266,193.4161441061163,10.221554662805563,333.6494537178443,-99.0,45.29264060637119,-99.0,402391.07119666826,-15.247949731681818,107.66475388263706,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
43,-99,4,3.0,313.4919136722133,257.3709173533325,300.9811305128628,2.0198315703815117,947.4436763930039,0.4,63.55255661423591,1.2441898036899777,305611.3869331365,-16.200496105897592,153.87861562206336,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua, alto soporte de carga extrema y lubricantes solidos.
Los aceites y la base de jabÃ³n complejo de litio especial proporciona una excelente estabilidad mecÃ¡nica y tÃ©rmica permitiendo trabajar bajo condiciones extremas de baja y alta temperatura. Su paquete de aditivos de extrema presiÃ³n y anti-desgaste le permiten soportar las cargas mÃ¡s extremas de equipos fuera de mina ademÃ¡s de proporcionar protecciÃ³n anticorrosiva tanto a aleaciones ferrosas como de cobre.
Contiene 5 % de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas de vibraciÃ³n y carga.",1,0
16,-99,-99,2.0,-99.0,256.7307278446418,296.423011332737,5.088550674909415,-99.0,-99.0,-99.0,0.9929941488025666,151028.2339498515,-9.879577315292167,150.86720265723034,"El producto es una grasa de efecto sellante con una mezcla de aceites bases altamente refinados, aditivos de anti-desgaste y compuestos adherentes para la lubricaciÃ³n y sellado de vÃ¡lvulas tipo macho.",2,2
16,-99,-99,2.5,-99.0,259.3902978498081,301.31078501696066,5.042968808237558,-99.0,-99.0,-99.0,0.9511330589300561,150000.0,-9.498812300755109,143.62220386761308,"El producto es una grasa de efecto sellante con una mezcla de aceites bases altamente refinados, aditivos de anti-desgaste y compuestos adherentes para la lubricaciÃ³n y sellado de vÃ¡lvulas tipo macho.",2,2
15,3,0,3.0,634.0177220907138,277.9229573407112,285.4331730018287,8.687565404304129,310.23419202600496,-99.0,63.48708986878512,2.055471049683816,-99.0,-13.80244805205279,147.9514926674006,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante y con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",4,1
11,1,0,1.0,807.4392729226249,274.0481749699901,308.87743844598174,1.4932790069347492,932.378244420214,0.5,72.8744223968218,2.789373470948243,310295.4811601888,-7.655298147783549,142.58659097858362,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
38,3,5,2.0,106.72553723831435,262.9755220569721,229.4955389950293,5.625326952846755,320.9656191832462,-99.0,42.34860452018682,2.5018018786485046,395168.6499600475,-15.39845410767773,110.6618951681604,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
24,4,2,2.5,103.38178412410156,234.58534739665475,261.8011781680282,3.052169099036214,259.84571519037814,-99.0,42.7109725399885,3.109812799810028,776799.3256160293,-4.97727576883849,167.56202522005526,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
21,3,2,2.0,247.0543458528572,465.5418810338511,110.35722108437619,-99.0,334.29154086052773,-99.0,40.0,-99.0,301890.5977699803,-5.218211199002037,162.51570803553233,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en estas industrias.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
